alpha1,alpha2,alpha3,rank,auroc,fpr_at_95tpr,detection_error,threshold_at_target_tpr
0.6,6.0,0.5,32,0.9885131348249958,0.04084158415841584,0.04124326906374848,0.993563711643219
0.6,7.0,0.5,32,0.9886244124001217,0.039603960396039604,0.04125683949973942,0.9935750961303711
0.6,8.0,0.5,32,0.9887423055627932,0.037747524752475246,0.04094743355914536,0.9935882687568665
0.6,9.0,0.5,32,0.9888471371808234,0.037747524752475246,0.040988144867118305,0.9935948252677917
0.6,10.0,0.5,32,0.9889446746895084,0.03681930693069307,0.04042632881709226,0.9936047792434692
0.7,6.0,0.5,32,0.9880839697867814,0.039913366336633664,0.04294228764981762,0.9935879111289978
0.7,7.0,0.5,32,0.9882132281895953,0.038985148514851485,0.042084636095188456,0.9936009645462036
0.7,8.0,0.5,32,0.9883258628083204,0.038675742574257425,0.042084636095188456,0.993610680103302
0.7,9.0,0.5,32,0.9884310336872503,0.038675742574257425,0.04169109345145038,0.9936176538467407
0.7,10.0,0.5,32,0.9885321334353829,0.038366336633663366,0.04153639048115335,0.9936259984970093
0.8,6.0,0.5,32,0.9874256340107695,0.0426980198019802,0.04295857217300675,0.9936143755912781
0.8,7.0,0.5,32,0.9875698198931735,0.04146039603960396,0.04342268108389784,0.9936279058456421
0.8,8.0,0.5,32,0.9876841508163974,0.04176980198019802,0.043213696369636984,0.9936331510543823
0.8,9.0,0.5,32,0.9877983121091715,0.0411509900990099,0.042749587458745894,0.9936432242393494
0.8,10.0,0.5,32,0.9878838058559145,0.0411509900990099,0.042594884488448864,0.993649423122406
